CustomerID,Churn,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,OverageMinutes,RoamingCalls,PercChangeMinutes,PercChangeRevenues,DroppedCalls,BlockedCalls,UnansweredCalls,CustomerCareCalls,ThreewayCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,DroppedBlockedCalls,CallForwardingCalls,CallWaitingCalls,MonthsInService,UniqueSubs,ActiveSubs,ServiceArea,Handsets,HandsetModels,CurrentEquipmentDays,AgeHH1,AgeHH2,ChildrenInHH,HandsetRefurbished,HandsetWebCapable,TruckOwner,RVOwner,Homeownership,BuysViaMailOrder,RespondsToMailOffers,OptOutMailings,NonUSTravel,OwnsComputer,HasCreditCard,RetentionCalls,RetentionOffersAccepted,NewCellphoneUser,NotNewCellphoneUser,ReferralsMadeBySubscriber,IncomeGroup,OwnsMotorcycle,AdjustmentsToCreditRating,HandsetPrice,MadeCallToRetentionTeam,CreditRating,PrizmCode,Occupation,MaritalStatus
3006530,No,50.69,474.0,70.0,0.25,0.0,0.0,-125.0,-0.7,3.7,3.3,26.3,0.0,0.0,140.5,27.7,20.7,129.0,71.7,7.0,0.0,1.7,42,1,1,SANSAN210,3.0,3.0,156.0,54.0,52.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,7,No,0,30,No,4-Medium,Other,Other,Yes
3006610,No,31.84,87.0,40.0,0.0,0.0,0.0,-15.0,4.5,0.7,0.0,6.3,0.0,0.0,0.1,1.7,0.0,7.3,8.0,0.7,0.0,0.0,42,1,1,DETANN734,2.0,2.0,344.0,30.0,24.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,9,No,0,30,No,1-Highest,Other,Other,Yes
3007118,Yes,37.26,307.0,30.0,0.99,0.0,0.1,30.0,-2.7,0.3,1.7,8.3,1.0,0.0,58.2,13.7,3.7,41.3,29.0,2.0,0.0,0.7,42,1,1,NSHNSH615,2.0,2.0,313.0,24.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,Yes,0,0,No,No,0,0,No,0,30,No,5-Low,Other,Other,No
3007234,No,36.32,114.0,30.0,0.25,13.0,0.7,-74.0,-5.9,1.3,0.0,4.7,0.0,0.0,30.0,6.7,0.0,42.7,6.7,1.3,0.0,0.0,42,1,1,SEAPOR503,2.0,2.0,374.0,38.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,6,No,0,30,No,1-Highest,Other,Other,Unknown
3007406,No,34.99,316.0,45.0,0.0,0.0,0.0,-82.0,0.0,1.7,1.7,23.0,0.0,0.0,1.8,10.0,0.0,51.7,38.7,3.3,0.0,0.0,43,1,1,SANMCA210,2.0,2.0,84.0,38.0,34.0,Yes,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,Yes,0,7,No,0,30,No,1-Highest,Town,Other,No
3007574,No,31.84,198.0,30.0,0.0,0.0,0.0,-21.0,-0.3,0.3,1.7,14.0,0.0,0.0,71.1,12.3,5.7,47.0,16.3,2.0,0.0,0.7,41,1,1,STLSTL314,2.0,2.0,641.0,34.0,32.0,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,Yes,No,0,5,No,0,30,No,3-Good,Suburban,Professional,Yes
3007670,Yes,33.59,245.0,30.0,0.74,11.0,0.0,68.0,7.7,4.0,1.7,16.7,0.0,0.0,49.5,33.0,10.7,69.3,25.3,5.7,0.0,0.3,41,2,2,KCYKCK913,3.0,3.0,395.0,42.0,36.0,Yes,Yes,No,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,Yes,No,0,8,No,0,30,No,1-Highest,Town,Other,Yes
3007914,Yes,66.73,404.0,65.0,0.74,36.0,0.0,56.0,2.3,9.7,1.3,71.3,2.0,0.0,122.3,44.0,16.7,133.0,43.3,11.0,0.0,1.3,41,3,3,NYCBRO917,2.0,1.0,387.0,0.0,0.0,No,No,No,No,No,Unknown,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,30,No,1-Highest,Other,Other,Unknown
3008078,No,37.35,124.0,25.0,0.0,30.0,0.0,-104.0,-12.1,3.3,1.7,12.7,0.3,0.0,20.4,6.7,0.0,22.7,11.3,5.0,0.0,0.0,40,2,1,SANAUS512,2.0,2.0,84.0,38.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,Yes,0,0,No,Yes,0,6,No,0,30,No,4-Medium,Suburban,Other,No
3008114,Yes,50.49,219.0,50.0,0.5,0.0,0.0,-11.0,0.5,5.3,7.0,29.3,0.3,0.0,9.8,4.7,0.0,69.7,18.0,12.3,0.0,0.0,42,2,2,OMALNC402,2.0,2.0,669.0,42.0,42.0,Yes,No,No,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,8,No,0,30,No,1-Highest,Town,Professional,Yes
3008194,No,63.19,290.0,55.0,0.0,20.0,0.0,-113.0,-4.2,6.7,1.3,13.7,0.0,0.0,27.8,43.0,8.3,73.3,28.7,8.0,0.0,0.0,40,1,1,MIAMIA305,2.0,2.0,310.0,34.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,7,No,0,30,No,3-Good,Suburban,Other,No
3008230,Yes,58.48,90.0,55.0,0.25,0.0,0.0,-30.0,-0.2,0.7,0.0,9.7,0.0,0.0,1.7,6.0,0.0,29.7,12.7,0.7,0.0,0.0,42,1,1,MIAHWD954,2.0,2.0,355.0,32.0,30.0,No,No,Yes,Yes,Yes,Known,No,No,No,No,Yes,Yes,0,0,No,Yes,0,4,No,0,30,No,1-Highest,Other,Professional,Yes
3008334,Yes,9.93,40.0,10.0,0.0,0.0,0.0,-40.0,0.1,0.0,1.3,4.7,0.0,0.0,0.1,0.0,0.0,1.7,3.7,1.3,0.0,0.0,40,1,1,MINMIN612,2.0,2.0,578.0,44.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,6,Yes,0,30,No,4-Medium,Other,Other,No
3008342,No,55.64,222.0,55.0,0.25,0.0,0.0,102.0,-0.7,0.3,2.3,19.7,0.0,0.0,35.9,14.3,7.7,39.7,28.3,2.7,0.0,0.3,40,2,2,DALDAL214,3.0,3.0,617.0,38.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,Yes,0,0,No,Yes,0,6,No,0,30,No,1-Highest,Other,Other,No
3008662,Yes,55.99,235.0,35.0,0.25,38.0,0.0,-41.0,-8.9,0.7,0.0,10.0,0.0,0.0,56.8,5.7,0.0,51.7,14.3,0.7,0.0,0.0,40,1,1,SFRSMO650,3.0,1.0,849.0,0.0,0.0,No,Yes,No,No,No,Unknown,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,10,No,4-Medium,Other,Other,Unknown
3008690,Yes,108.24,230.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,1,1,STLSTL314,2.0,1.0,11.0,38.0,68.0,Yes,No,No,No,No,Known,No,No,No,Yes,Yes,Yes,0,0,No,No,0,2,No,0,30,No,5-Low,Other,Clerical,No
3008810,No,57.83,454.0,60.0,0.99,10.0,0.0,-231.0,-4.6,2.3,0.0,52.0,0.7,0.0,210.2,32.0,0.7,136.0,40.0,2.3,0.0,1.7,39,1,1,APCSIL301,3.0,2.0,404.0,48.0,48.0,Yes,Yes,No,Yes,Yes,Known,No,Yes,No,Yes,Yes,Yes,0,0,Yes,No,0,9,No,0,30,No,1-Highest,Suburban,Professional,Yes
3008814,Yes,30.26,8.0,30.0,0.0,0.0,0.0,-8.0,-0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.7,0.0,1.0,0.0,0.3,0.0,0.0,39,1,1,NSHNSH615,2.0,1.0,725.0,31.338126770114485,21.144142167617375,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,30,No,6-VeryLow,Rural,Other,Unknown
3008846,No,59.19,148.0,55.0,0.0,0.0,0.0,42.0,1.2,3.3,1.0,6.7,0.0,0.0,3.2,0.0,0.0,25.0,23.0,4.3,0.0,0.0,43,1,1,MIAFTL954,2.0,2.0,64.0,52.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,Yes,0,0,No,Yes,0,0,No,0,30,No,1-Highest,Other,Other,No
3008866,No,38.66,40.0,38.0,0.0,0.0,0.0,-6.0,-0.7,0.3,0.0,1.3,0.0,0.0,1.0,0.0,0.0,8.3,3.3,0.3,0.0,0.0,39,1,1,PHXTUC520,2.0,1.0,772.0,56.0,0.0,No,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,Yes,No,0,3,No,0,30,No,1-Highest,Other,Professional,No
3009106,No,41.79,395.0,45.0,0.0,18.0,0.0,-20.0,-6.8,0.0,0.0,16.3,0.0,0.0,77.6,16.7,0.7,74.0,21.0,0.0,0.0,0.7,39,1,1,OMAOMA402,3.0,3.0,365.0,24.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,5,No,0,30,No,7-Lowest,Suburban,Other,Unknown
3009142,No,30.81,162.0,30.0,0.74,0.0,0.0,-150.0,-0.8,10.3,0.3,5.0,0.0,0.0,72.3,2.7,0.0,35.0,27.0,10.7,0.0,0.7,41,3,2,HARWAT203,2.0,2.0,416.0,0.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,No,0,0,Yes,No,0,3,No,0,30,No,1-Highest,Other,Other,No
3009202,No,10.53,119.0,10.0,0.0,2.0,0.0,18.0,-0.5,0.0,0.0,6.3,0.0,0.0,30.1,21.3,4.7,18.3,24.0,0.0,0.0,0.0,43,2,2,SFRSMO650,2.0,2.0,435.0,28.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,Yes,0,0,No,Yes,0,5,No,0,30,No,3-Good,Suburban,Other,Unknown
3009354,No,78.23,608.0,70.0,0.5,13.0,0.0,-84.0,-4.0,5.0,4.3,38.3,1.0,0.0,202.4,22.7,6.7,208.3,40.0,9.3,0.0,0.7,41,2,2,MIAMIA305,3.0,2.0,467.0,34.0,34.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,8,No,0,30,No,3-Good,Suburban,Other,Yes
3009362,No,32.12,33.0,30.0,0.0,0.0,0.0,-7.0,-2.1,0.0,0.0,6.3,0.0,0.0,1.9,3.7,0.0,9.7,3.7,0.0,0.0,0.0,41,1,1,DALDEN903,2.0,2.0,221.0,54.0,50.0,No,No,Yes,Yes,No,Unknown,No,No,No,No,Yes,No,0,0,No,Yes,0,6,No,0,30,No,1-Highest,Rural,Other,Unknown
3009462,No,36.17,129.0,30.0,0.5,8.0,0.0,-60.0,-2.9,0.3,0.7,15.7,1.0,0.0,7.5,6.0,1.0,19.3,8.3,1.0,0.0,0.0,41,2,2,SANSAN210,2.0,2.0,219.0,58.0,58.0,No,Yes,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,5,No,0,30,No,1-Highest,Other,Other,Yes
3009518,No,56.22,275.0,60.0,2.23,0.0,0.0,41.0,0.7,5.7,9.0,40.0,0.7,0.0,20.0,23.7,4.3,83.7,22.3,14.7,0.0,0.0,43,2,2,DALDAL214,3.0,2.0,264.0,54.0,52.0,No,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,6,No,0,30,No,3-Good,Rural,Other,Yes
3009606,No,33.48,164.0,30.0,0.0,23.0,0.0,-2.0,-1.7,4.7,1.0,9.7,0.0,0.0,0.4,0.0,0.0,44.3,11.7,5.7,0.0,0.0,41,1,1,NNYROC716,3.0,3.0,3.0,50.0,18.0,No,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,Yes,Yes,0,0,Yes,No,0,9,No,0,30,No,1-Highest,Suburban,Other,Yes
3009614,Yes,77.67,300.0,90.0,0.5,4.0,0.0,-58.0,-2.2,1.0,0.3,22.3,0.0,0.0,30.6,20.3,10.3,71.0,17.0,1.3,0.0,0.0,39,2,2,SANSAN210,3.0,2.0,247.0,30.0,32.0,Yes,Yes,Yes,Yes,Yes,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,7,No,0,30,No,1-Highest,Suburban,Other,Yes
3009658,Yes,51.69,158.0,54.0,0.0,0.0,0.0,255.0,-1.7,0.7,0.0,2.3,0.0,0.0,1.1,1.0,0.0,8.3,2.3,0.7,0.0,0.0,39,1,1,APCFCH703,3.0,2.0,14.0,54.0,0.0,Yes,No,Yes,No,No,Known,No,Yes,No,No,Yes,Yes,0,0,No,Yes,0,5,No,0,30,No,4-Medium,Suburban,Professional,No
3009762,Yes,20.17,12.0,20.0,0.0,0.0,0.0,12.0,-0.2,0.3,0.0,3.0,0.0,0.0,1.2,2.3,0.0,2.3,4.3,0.3,0.0,0.0,38,1,1,BOSBOS781,3.0,2.0,496.0,34.0,34.0,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,Yes,0,5,No,0,30,No,1-Highest,Suburban,Crafts,Yes
3009898,No,32.23,340.0,30.0,2.23,0.0,0.0,30.0,1.7,0.3,3.3,31.0,0.3,0.0,88.3,22.0,17.3,109.3,21.3,3.7,0.0,1.7,42,2,2,NOLKEN504,3.0,3.0,184.0,22.0,0.0,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,1,No,0,130,No,1-Highest,Other,Professional,No
3009962,No,35.3,66.0,35.0,0.0,0.0,0.0,26.0,-0.3,1.0,0.7,9.7,0.0,0.0,10.5,4.7,2.7,14.0,12.3,1.7,0.0,0.0,38,3,3,DALDAL214,3.0,2.0,716.0,28.0,26.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,6,No,0,30,No,1-Highest,Town,Other,Yes
3009970,No,39.14,182.0,35.0,0.0,0.0,0.0,54.0,-0.9,3.3,0.0,18.0,0.0,0.0,63.4,9.7,1.3,77.7,31.7,3.3,0.0,0.0,40,1,1,SEASEA206,2.0,2.0,496.0,44.0,0.0,No,No,No,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,5,No,0,30,No,4-Medium,Other,Other,No
3010022,No,53.5,264.0,50.0,0.25,0.0,0.0,-196.0,-0.2,10.0,0.3,14.7,0.0,0.0,10.7,49.3,1.0,94.3,44.0,10.3,0.0,0.0,40,2,2,NYCMAN917,3.0,3.0,484.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,Yes,0,0,No,0,30,No,1-Highest,Other,Other,Unknown
3010030,No,29.99,15.0,30.0,0.0,0.0,0.0,14.0,0.0,0.7,0.0,2.3,0.0,0.0,0.5,0.7,0.3,7.3,0.3,0.7,0.0,0.0,42,2,2,SFRSMO650,2.0,2.0,153.0,60.0,58.0,No,No,Yes,No,No,Known,Yes,Yes,No,Yes,No,Yes,0,0,No,No,0,7,No,0,30,No,1-Highest,Suburban,Other,Yes
3010282,No,13.69,109.0,10.0,0.25,0.0,0.1,-48.0,0.9,0.7,1.7,8.0,0.0,0.7,7.6,23.7,2.0,37.7,19.7,2.3,0.0,0.0,38,3,3,MIAHWD954,3.0,3.0,199.0,40.0,38.0,No,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,7,Yes,0,80,No,1-Highest,Suburban,Other,Yes
3010338,No,52.99,181.0,50.0,0.0,0.0,0.0,137.0,0.0,0.7,0.0,11.0,0.0,0.0,45.5,0.3,0.0,33.7,17.3,0.7,0.0,0.3,42,1,1,SEACDA208,2.0,2.0,368.0,31.338126770114485,21.144142167617375,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,Yes,0,0,No,0,30,No,6-VeryLow,Town,Other,Unknown
3010362,No,38.48,70.0,35.0,0.25,0.0,0.0,-36.0,0.7,0.3,0.0,3.7,0.0,0.0,1.3,4.7,0.7,8.7,8.3,0.3,0.0,0.3,40,1,1,SANMCA210,3.0,2.0,357.0,56.0,64.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,2,No,0,150,No,1-Highest,Other,Other,No
3010482,No,50.83,707.0,60.0,0.74,0.0,0.1,-197.0,0.2,1.3,0.3,3.7,0.0,0.0,46.5,22.3,1.3,25.0,26.0,1.7,0.0,0.7,42,1,1,SANAUS512,2.0,2.0,397.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,30,No,1-Highest,Suburban,Other,Unknown
3010486,No,48.18,242.0,42.0,0.5,19.0,0.0,58.0,-5.7,6.0,0.3,22.7,0.0,0.0,30.3,10.3,3.3,86.3,24.7,6.3,0.0,0.0,38,2,2,NNYBUF716,3.0,2.0,690.0,46.0,46.0,Yes,No,No,Yes,Yes,Known,Yes,Yes,No,Yes,Yes,Yes,0,0,Yes,No,0,9,No,0,30,No,1-Highest,Town,Professional,Yes
3010498,No,12.3,69.0,16.0,0.0,0.0,0.0,-69.0,-12.3,0.0,0.0,1.7,0.0,0.0,0.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,38,1,1,PHIWIL302,2.0,2.0,193.0,44.0,18.0,Yes,No,Yes,Yes,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,3,No,0,10,No,5-Low,Other,Other,Unknown
3010542,Yes,31.87,38.0,30.0,1.24,0.0,0.6,-38.0,-1.9,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7,0.0,0.0,40,1,1,SFRSCL408,2.0,2.0,525.0,60.0,60.0,No,Yes,No,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,5,No,0,30,No,1-Highest,Other,Professional,Yes
3010626,No,31.73,50.0,20.0,0.25,29.0,0.0,16.0,4.9,0.0,0.0,2.0,0.0,0.0,7.1,1.7,0.7,13.3,4.0,0.0,0.0,0.0,37,1,1,APCWAS202,2.0,2.0,168.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,30,No,3-Good,Other,Other,Unknown
3010654,No,41.11,347.0,30.0,0.0,32.0,0.0,81.0,9.5,5.0,1.0,37.7,0.0,0.0,70.1,0.3,0.0,123.3,30.3,6.0,0.0,1.7,40,1,1,SLCPRO801,2.0,2.0,596.0,32.0,32.0,No,No,Yes,Yes,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,6,Yes,0,30,No,1-Highest,Other,Other,Yes
3010726,No,30.98,212.0,30.0,0.0,4.0,0.0,-4.0,-0.5,2.0,1.0,12.0,0.0,0.0,56.5,9.7,1.3,64.0,13.3,3.0,0.0,0.3,39,2,2,LOULOU502,3.0,3.0,339.0,36.0,32.0,No,No,Yes,Yes,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,Yes,0,6,No,0,30,No,1-Highest,Suburban,Other,Yes
3010738,No,65.72,489.0,50.0,0.25,52.0,0.7,48.0,-12.0,2.7,2.0,20.7,0.0,0.0,109.2,17.3,0.0,93.0,24.0,4.7,0.0,0.0,43,1,1,DALDAL214,2.0,2.0,740.0,38.0,36.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,7,No,0,30,No,1-Highest,Suburban,Other,Yes
3010938,No,41.42,189.0,30.0,0.0,32.0,0.0,12.0,-4.1,0.0,1.7,20.0,0.7,0.0,13.2,19.0,3.3,29.3,70.0,1.7,0.0,0.7,37,1,1,SANSAN210,2.0,2.0,268.0,46.0,42.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,Yes,0,7,Yes,0,30,No,1-Highest,Suburban,Other,Yes
3011154,Yes,54.12,351.0,50.0,0.74,23.0,0.0,-114.0,-5.6,1.7,1.3,9.0,0.0,0.0,74.6,12.3,1.0,105.3,10.3,3.0,0.0,0.3,37,1,1,SANSAN210,2.0,2.0,780.0,56.0,56.0,No,Yes,No,No,No,Known,Yes,Yes,No,Yes,Yes,Yes,0,0,No,Yes,0,9,No,0,30,No,1-Highest,Town,Self,Unknown
3011206,Yes,30.24,82.0,30.0,0.0,0.0,0.2,6.0,-0.2,7.7,2.3,8.0,0.0,0.0,21.7,0.0,0.0,39.7,9.0,10.0,0.0,1.3,43,1,1,DENDEN303,2.0,2.0,504.0,48.0,50.0,Yes,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,9,No,0,30,No,1-Highest,Town,Other,Yes
3011210,No,30.03,31.0,30.0,0.0,0.0,0.0,-4.0,0.0,2.3,0.3,3.0,0.0,0.3,0.9,3.0,0.0,10.7,5.0,2.7,0.0,0.3,43,1,1,PHXTUC520,3.0,3.0,594.0,42.0,44.0,Yes,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,6,No,0,60,No,1-Highest,Other,Other,Yes
3011218,No,34.76,388.0,30.0,0.25,57.0,0.0,74.0,-3.6,3.3,0.0,27.7,2.0,0.3,112.4,29.0,0.3,58.3,74.0,3.3,0.0,1.3,39,1,1,PHIPHI215,3.0,2.0,147.0,48.0,44.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,6,No,0,30,No,5-Low,Other,Other,Yes
3011230,No,14.08,295.0,10.0,1.98,5.0,0.0,-2.0,1.9,7.7,0.0,14.0,0.0,0.0,53.2,50.3,15.0,93.7,32.3,7.7,0.0,0.0,43,2,2,PHXPHX602,2.0,2.0,487.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,Yes,0,0,No,0,30,No,1-Highest,Town,Other,Unknown
3011302,No,33.24,197.0,45.0,0.0,0.0,0.0,83.0,0.0,2.0,1.0,17.0,0.0,0.0,1.3,9.7,1.0,43.3,18.0,3.0,0.0,0.0,41,1,1,DALFTW817,2.0,2.0,346.0,54.0,54.0,No,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,6,No,0,30,No,1-Highest,Other,Clerical,Yes
3011362,No,30.26,46.0,30.0,0.0,0.0,0.0,-26.0,-0.3,1.0,0.3,6.0,0.0,0.0,1.5,3.0,1.7,17.0,10.7,1.3,0.0,0.3,37,1,1,BOSBOS617,2.0,1.0,844.0,50.0,0.0,Yes,No,No,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,Yes,0,7,No,0,30,No,1-Highest,Suburban,Self,Unknown
